# id    npts   len        ngal1   ngal2   lum1       lum2       xmin        ymin       zmin        xlen      ylen      zlen     
  248   65     32.31784   23      28      28.48603   33.00156   76.5007     228.3462   32.2011     3.4434    28.6548   10.4639  
  249   67     33.16997   25      29      39.41587   45.12431   -136.6031   281.7939   -48.5544    11.5629   17.0146   14.0972  
  250   26     12.72192   7       11      7.42922    12.31374   -141.0446   197.9364   -86.2326    1.5918    1.8222    12.1858  
  251   31     15.18503   4       4       1.78222    1.78222    -4.5056     159.5702   91.4031     6.6215    4.2937    11.8108  
  252   34     16.64258   8       9       10.38753   11.29168   105.7181    250.1365   191.1526    4.2748    8.1146    12.5776  
  253   16     7.62873    8       9       5.87768    6.22989    -61.7629    175.7584   -74.5339    5.4928    0.9171    5.0793   
  254   50     24.69928   20      20      24.44389   24.44389   -8.7282     243.3579   -110.0938   22.142    4.5227    5.8986   
  255   80     39.82483   28      34      16.23748   20.01133   50.5915     124.6362   -22.6292    22.0509   6.8507    24.8442  
  256   66     32.97882   21      26      21.84621   28.82636   -208.827    164.5651   -16.6217    22.5299   20.5451   5.3203   
  257   45     22.14343   13      16      17.86213   23.09018   172.2618    175.8659   -111.1073   11.9732   13.2959   12.4882  
  258   25     12.16427   11      12      12.93189   13.75497   -121.7969   189.8235   -75.4499    3.6835    1.8941    11.0082  
  259   42     20.70141   19      22      25.49545   32.98367   -257.3907   196.5127   50.3921     1.0187    17.9105   5.7603   
  260   20     9.56052    9       12      7.32635    8.89852    -68.3582    142.2408   3.1731      7.4288    5.0378    1.5102   
  261   44     21.72525   22      30      3.06104    6.72737    33.7179     51.6576    -5.5496     12.049    2.7536    15.4445  
  262   21     10.14884   6       6       6.78798    6.78798    -26.6924    168.2462   66.9027     5.6134    4.3402    6.5835   
  263   66     32.74836   27      29      49.57925   55.31846   225.4764    285.9643   -114.2193   29.174    8.9657    3.9319   
  264   53     26.15461   20      21      21.70998   23.36301   -62.1939    216.026    53.1292     9.6526    7.032     22.3394  
  265   63     31.2073    18      21      13.13949   15.4184    -20.4011    153.8103   20.5271     10.5675   6.7153    27.6319  
  266   17     8.07554    5       6       4.02309    5.61442    114.516     118.9481   51.0593     7.4919    1.6041    2.1991   
  267   31     15.13908   12      12      7.0592     7.0592     -46.907     184.1757   40.9416     3.0812    12.8076   6.9129   
  268   58     28.6093    20      27      28.12113   41.6499    -187.5852   259.9871   30.6394     4.6767    9.3694    24.7425  
  269   43     21.07898   12      20      12.68366   23.24348   -117.0554   172.1093   -99.4237    2.3241    19.5442   5.5225   
  270   34     16.57005   17      20      5.37428    6.75261    -12.3815    105.4077   11.8846     11.6602   9.0904    6.7975   
  271   20     9.61558    6       10      6.76779    9.00561    111.5708    82.818     28.1401     0.6076    9.3008    1.5835   
  272   38     18.70329   22      28      9.86512    11.30291   55.1        81.7038    -19.7214    10.9609   5.5019    13.3109  
  273   33     16.22612   16      21      6.64133    8.35622    53.9466     50.5945    28.6236     8.9343    4.7414    11.0582  
  274   81     40.19478   31      39      18.83495   21.91197   -71.0331    110.3778   70.4012     33.7761   10.4386   8.0989   
  275   49     24.19256   24      29      25.1948    27.10013   93.8972     154.8085   -99.6643    18.4671   14.1453   2.3188   
  276   97     48.26298   42      45      68.53986   71.23007   -262.407    182.4211   -37.9715    9.1585    26.6608   32.7555  
  277   64     31.79674   23      35      23.93014   34.37094   -149.6202   102.4789   -73.9839    15.5467   6.0662    17.7673  
  278   22     10.58827   4       7       6.49601    11.14202   -243.9299   186.5559   -134.9286   1.9004    5.0463    8.9841   
  279   35     17.15148   12      20      5.33971    10.28342   55.125      40.8632    -0.8427     14.0109   6.7901    4.1033   
  280   37     18.14038   11      11      21.25138   21.25138   341.9002    229.4256   22.3694     7.5232    10.5976   11.7168  
  281   55     27.28021   22      27      24.85578   28.3097    -138.7884   190.1854   -50.9684    17.1546   5.5328    16.3919  
  282   57     28.23781   20      28      27.06372   39.64193   20.4242     261.1999   -173.8618   12.0853   23.3026   4.896    
  283   48     23.60016   27      33      27.69215   37.45964   -199.6541   172.625    -21.489     4.2927    10.6778   19.3723  
  284   38     18.56597   11      14      9.11945    10.86053   58.1295     63.8763    -33.016     9.4533    7.4986    11.915   
  285   46     22.64513   18      22      13.06801   17.46259   -129.8365   69.7626    28.0778     5.1565    17.6016   8.2477   
  286   60     29.76757   16      22      25.29157   32.67598   164.4807    261.3815   -135.8608   20.4172   16.8719   11.9359  
  287   68     33.67459   30      42      30.74626   39.42495   -5.4838     159.3828   -117.0012   9.0872    31.0403   2.0881   
  288   51     25.12673   21      27      17.88603   23.93788   163.181     147.11     -21.4503    6.6714    5.4848    21.6208  
  289   32     15.80626   9       12      7.40851    10.3782    153.2391    104.2554   40.5953     11.3352   10.534    1.1218   
  290   58     28.65792   21      27      24.75169   31.8335    126.259     179.6484   -77.6105    7.3645    7.4832    24.4197  
  291   15     7.06438    6       8       6.73998    7.49804    53.3484     155.6388   52.155      1.6816    5.5069    3.9521   
  292   30     14.67963   10      13      22.81841   31.41134   -321.8559   253.4932   72.795      1.1868    13.1908   5.1864   
  293   27     13.11532   11      17      7.21135    10.14358   12.5335     110.3778   -38.8032    2.5116    2.131     11.8405  
  294   38     18.58482   18      25      8.96432    12.58644   -74.8137    69.7029    -48.185     12.9779   1.3459    12.6829  
  295   50     24.80238   18      24      21.49458   26.94169   -58.2501    241.6024   -117.5297   18.389    10.5866   9.5313   
  296   46     22.90434   13      17      9.33224    12.76506   -86.1711    98.0674    67.9064     9.8159    17.8837   5.283    
  297   39     19.13692   29      43      12.14752   15.9763    29.637      55.4115    36.9899     12.6029   5.7933    11.9297  
  298   54     26.71791   22      23      41.06592   43.98013   100.7641    317.5776   50.659      19.8172   15.2501   5.4706   
  299   36     17.58687   7       9       9.11505    10.70489   53.4863     291.5857   -122.7204   3.3752    13.6823   8.9075   
  300   49     24.20435   19      21      36.67485   38.86052   37.9216     328.0619   78.2889     15.3894   6.2906    12.6864  
  301   46     22.6114    13      14      14.47856   15.47232   143.0854    163.2614   -67.4996    18.2105   1.9063    12.051   
  302   28     13.86176   10      16      6.78191    16.52683   -1.5429     226.3219   -22.6225    2.5174    10.9167   6.9799   
  303   56     27.79419   38      45      44.34185   50.46066   -104.1129   204.2114   44.8118     9.293     15.5331   18.728   
  304   40     19.95972   12      15      8.22898    11.62177   -153.0967   171.018    -22.0496    5.5435    15.2087   7.9411   
  305   31     15.46789   8       11      6.15911    7.13224    -19.8201    118.6881   -70.6247    8.2795    11.0629   4.7735   
  306   46     23.08589   18      22      8.5759     9.99209    27.5271     143.7859   -36.3602    7.8545    8.0687    15.3786  
  307   63     31.2319    18      25      6.16059    10.2895    -50.9861    76.1508    -51.3042    9.803     23.0116   17.3028  
  308   42     20.88842   26      35      28.72374   36.64555   8.6544      236.4745   7.0432      12.9733   8.5964    10.3324  
  309   25     12.20153   5       9       6.37391    9.26467    170.2975    158.7201   -78.585     3.5336    2.0454    10.7372  
  310   45     22.14736   19      23      14.08832   15.93367   -112.4935   127.3407   47.8978     3.5925    15.8089   14.3725  
  311   64     32.68231   21      24      15.68727   18.01892   87.2607     109.9342   -13.7168    17.195    8.0659    20.033   
  312   57     28.34207   19      21      11.77749   12.49035   -18.6357    128.8379   -80.3782    23.0139   1.8851    13.5316  
  313   99     49.31618   31      40      40.15467   52.09381   -233.7145   152.083    64.3348     14.3467   22.0964   30.5622  
  314   34     16.62614   12      13      17.06326   19.00076   -297.2393   171.8236   32.7423     9.9225    1.4727    13.011   
  315   44     22.01496   19      23      16.04905   20.04432   -55.3538    200.4334   -44.9502    14.6459   5.9711    12.8529  
  316   94     46.86788   49      68      30.77057   39.76874   -75.5629    120.5726   -72.7777    38.4689   15.46     12.8824  
  317   121    60.37149   57      67      82.62649   91.52645   -223.0555   174.4981   -82.4879    13.6659   11.2078   47.7744  
  318   46     22.83091   14      20      13.95522   17.08783   -58.0154    164.6867   60.4806     14.5441   8.2386    14.3089  
  319   31     15.05966   14      15      8.5567     9.11956    101.2243    181.8992   40.0712     4.8681    3.5166    13.0892  
  320   64     32.26596   24      33      12.33761   18.04449   -93.1497    142.5009   0.4098      23.5535   4.6685    16.3763  
  321   16     7.53281    4       5       3.28758    4.34644    -3.3389     166.7426   97.0998     6.7988    1.6387    2.6149   
  322   42     20.69629   21      32      5.64712    6.90229    2.8124      34.1411    -15.3051    2.4301    17.9687   6.3853   
  323   40     19.64988   12      14      16.1972    18.02001   259.0043    158.1522   0.1202      16.852    5.444     6.3415   
  324   42     20.81917   16      24      14.92277   21.16136   26.2958     177.0594   -62.0206    5.7983    10.5491   15.7962  
  325   32     15.73751   14      14      16.2762    16.2762    42.1528     182.196    62.6961     2.9974    5.0798    12.0063  
  326   52     25.79011   22      24      23.81254   25.41557   147.8385    185.7541   12.3813     20.8939   9.4883    3.1447   
  327   32     16.11237   11      11      11.05562   11.05562   186.8891    116.375    50.5167     12.1699   5.0516    5.4486   
  328   61     30.18151   29      40      5.463      8.47787    -27.4502    38.9402    -14.3625    8.2162    21.0995   16.8994  
  329   56     28.05749   27      34      14.4031    17.67895   -45.2621    90.8143    44.97       25.2592   4.9821    2.6584   
  330   28     13.62954   12      13      10.41319   10.86443   71.3431     98.6878    -71.7563    7.5035    5.8842    9.1696   
  331   17     8.09907    12      21      6.85322    14.88095   -42.0456    110.664    76.555      1.6978    7.7723    0.9598   
  332   42     20.63945   15      17      32.50154   34.73486   -153.4186   327.6357   -75.0833    18.0897   6.1915    4.3268   
  333   32     15.61016   18      21      8.02316    10.37381   -12.3764    121.311    -54.7396    14.2635   1.2372    4.3831   
  334   21     10.1789    5       8       3.6341     7.34284    48.5279     221.6842   -68.7628    9.3841    1.3852    2.8548   
  335   24     11.52925   7       8       1.66289    4.34033    -69.8671    82.2552    -5.3645     5.04      9.2231    4.5094   
  336   18     8.58344    4       5       6.4883     7.72379    48.1044     300.3212   -137.975    0.4176    7.6423    3.6266   
  337   25     12.25292   6       16      8.77233    23.77102   154.447     195.093    68.5627     6.6114    7.1245    6.9169   
  338   29     14.35591   10      17      4.54868    9.59224    -95.921     111.2797   -17.4493    6.4917    12.2534   1.9075   
  339   70     35.027     18      19      17.19987   17.55195   28.7244     225.5725   18.0386     25.4024   9.2141    11.297   
  340   22     10.66665   10      13      9.06783    11.21184   186.0638    145.1916   59.0638     5.6007    6.7644    5.5916   
  341   16     7.75534    6       6       4.84832    4.84832    31.5759     175.3912   -2.1985     7.3465    0.9377    1.7388   
  342   58     28.87391   22      26      16.52266   19.42446   1.1848      172.1567   -44.2019    8.1943    25.5623   8.9065   
  343   29     14.36216   6       15      4.16086    9.9265     -7.5371     215.5138   -47.2911    4.0501    3.3428    12.3274  
  344   46     22.646     15      19      19.35608   23.62084   -39.323     258.7134   63.8967     1.3195    13.6933   17.4643  
  345   93     46.24396   76      96      66.65551   82.1323    -154.8865   97.5568    28.1111     11.3469   13.0676   37.6649  
  346   20     9.61473    3       5       1.37193    2.31279    11.2226     141.2589   66.8455     8.5782    0.7613    3.55     
  347   45     22.09995   17      24      13.82785   20.21156   102.2888    78.8182    42.4432     6.4135    3.8301    19.5598  
  348   74     36.69317   24      28      13.13357   17.5645    -34.5347    131.0158   68.4615     33.4803   9.6415    2.4805   
  349   23     11.19008   9       11      11.46873   13.13398   -209.1812   178.4674   107.8985    2.4423    1.8533    10.4186  
